0,1,2
186540,0.8573886465837467,0.39769069331391
426212,1.0834756050825347,0.791655963994238
5845,0.9676031934809004,0.5561166297936165
216542,1.0318894540513812,0.6580618810927195
128448,0.9023153071418784,0.4541791982056987
283536,0.8726206167952409,0.4268001054053714
287138,0.8257066726645444,0.3723048365953989
162215,0.94720388183692,0.5197209380524292
125425,0.9061440514835454,0.4618276788257789
309027,0.8252462103142509,0.3840152298398272
19533,0.9679196427563608,0.5198439496295868
269093,0.8219905647807133,0.3695956857462351
473631,1.0876165138927536,0.8323418134409584
64042,1.0573077792308008,0.712805874107301
381664,0.9264350918355188,0.5216298087824333
239910,1.0721817287803033,0.77606177945649
85824,0.9167763635645844,0.4479248816236541
258481,1.0307650425584045,0.6880831340972345
282637,0.7745845740061436,0.3083818174742229
365393,0.9560369855348858,0.5615874626365033
67155,1.0866757129144446,0.8154621195736146
79217,0.9908272451356288,0.5849533361441819
276441,0.8944442526667253,0.4666235541790505
29592,1.0260602213242558,0.6365994925335638
7391,0.958874871244033,0.539675061378969
311448,0.8327704677001302,0.3949683704098954
182130,0.9423768722737116,0.5039816485014293
268922,1.049789666011088,0.7236317657961759
375866,0.937669281288358,0.5371059878789977
21736,0.9656598231661592,0.5154473062656839
345454,0.9023202970046892,0.4897254332968336
255113,1.0378857489803732,0.7022835776895618
13740,1.0710143300405133,0.7737278208717808
41457,0.9819336261979398,0.5471410262621176
237771,1.0681196968129547,0.766238004367143
350153,0.93396391911323,0.5315966618728152
52155,0.8802690825883773,0.3944780123676747
116865,0.968071754877139,0.5334941805925575
56735,0.8845408637310571,0.4017819725569802
136429,0.9128037833749691,0.4811150158471047
86520,1.0097702693314543,0.625290934105235
95180,0.7572195974269608,0.2950071750616273
38075,0.9661917238541498,0.5147063956459398
299496,0.836785102873165,0.38746864065219
436191,1.0505896873215568,0.7353108985212351
206409,0.8561659602360102,0.4145763917640027
228810,1.025931783092102,0.6702493216053154
17797,0.9518720850401589,0.4943180828775332
133685,0.8957505307612998,0.4564110103607241
476364,1.0869874179622423,0.8247455444207029
328633,0.8577401324643975,0.4309974196568376
47941,0.8514919365592357,0.4016910234692328
7496,0.789186593308758,0.304461547329303
213405,0.9796478945849986,0.5706376815049464
427704,1.08545250390748,0.8059558534399738
62536,1.0828709520818356,0.7743042838127012
97744,0.9463047268520596,0.5101742445198407
297444,0.836902170238153,0.3883223828667262
452452,1.0836873799717262,0.8008196792313772
18378,0.9413796494762606,0.4754699934629738
227446,1.0253640727922662,0.6643126719072493
275538,0.8955414340031994,0.4684919736681061
415225,1.071948183961796,0.7924310695742921
256345,1.0396154754838345,0.706455105885798
178638,0.9439997088996928,0.5200594426188234
9210,0.9929240732579876,0.5917841876470478
417139,1.0720521135370775,0.7936429622781881
60867,1.0556889754088683,0.6956788256892718
107310,1.0448286927460486,0.6675510919400165
91333,0.7858660340831077,0.3250028155506804
144910,0.9526361849295144,0.525408701538916
38533,0.9898859947337226,0.5645299497437036
348232,0.9169515627545504,0.5065241635203069
130121,0.9244602459591084,0.47465765998169
54394,0.8923045073666177,0.412500801616609
57265,0.9172457162620838,0.4506948122766956
460767,1.0424541092842334,0.7314396022349151
221251,0.813642815844207,0.3689181599991753
45488,0.944644820218758,0.485007019061609
53609,0.937769671808197,0.4847442965560975
300795,0.8456595848148646,0.3955490731924933
37655,0.9547754002252052,0.4993346774364547
279029,0.8925334547760038,0.4638010661615549
118729,0.9241783851808836,0.4877295876337263
355972,0.9588863949855684,0.5719401291848096
91688,0.7812026963695615,0.3205487264864133
393412,0.9281801644959492,0.5232075164534389
221417,0.8135148970387384,0.3675735752240586
235048,1.0862325017387784,0.8165350748503791
248098,0.9347304822525752,0.5181238841332991
48814,0.930334793419038,0.4817872429135378
121569,0.9066143078791492,0.4619730226653952
106468,0.9210160992453984,0.4670336335497262
447511,1.0857368690678273,0.8097557980901764
443723,1.0821947562686145,0.8239234387791471
72028,1.0115439467660448,0.618667214046628
219524,0.813296077176398,0.3663342164831373
399719,1.057646210494208,0.7347492578368878
4318,0.9476824950744912,0.5238592278791894
63591,1.0656783162547516,0.7277238675640614
270546,0.840575660410254,0.3922322659852602
114034,0.8845689128178926,0.4239154027818308
438159,1.0507419338278154,0.7369042955255116
131249,0.8198742898502428,0.3439082741814269
375064,0.9378944158149088,0.5396757628555622
61376,1.0518940308367233,0.6903257718753889
429136,0.8229591274153981,0.3789171133543352
211786,0.8867464779751432,0.4462263396042531
183973,0.9426296333672388,0.505361500856398
4671,0.9963782774982164,0.61777125566845
340555,0.8873043609721841,0.4675909360160272
280775,0.8973022614345821,0.4710364115961419
377313,0.9379033958221108,0.5408616015181947
92915,0.7155562246887972,0.2591117437130716
418489,1.064191769307266,0.7763184859046187
88364,1.032147203212556,0.6780024403518885
252843,1.040716315935958,0.7083406841839774
247097,0.9451064531911372,0.5324740452967157
306390,0.8252271362611213,0.383549279002855
32095,1.0241615749532436,0.6337058189361683
326055,0.8201253813246936,0.3805322691082507
96117,0.8422749360242441,0.3714630865028631
184715,0.8552250244934649,0.3769485607493195
11999,1.0047789317038325,0.6191851596420638
60232,0.991714079673252,0.5810988130151069
260836,1.0129266190175166,0.6663165206515304
19771,0.971312763943219,0.5251299550572875
221922,0.8144226873365804,0.3749154960357842
343519,0.9355820797919532,0.5314847163027538
55172,0.9201196421209564,0.4556425458884621
7242,0.9641313980828898,0.5480112663524942
212743,0.8869017690947046,0.4475853852972824
272535,0.9443537592574152,0.5383009217860145
226443,1.0251759956872384,0.6616721738778812
157599,0.9483928379385604,0.5298086518642379
125240,0.8996620614999681,0.4551583255486186
18755,0.9628433781724728,0.5088681834626859
259529,1.0306167502022787,0.686627264100353
154197,0.9477255729750113,0.5245112107660097
252443,1.044883450298084,0.7152248776830042
230223,1.0216969308438892,0.6586182959903182
143797,0.9512709023086926,0.526346344341334
49747,0.9163916874849934,0.4456539197296053
223094,0.9824343415201996,0.584059781625226
113316,0.784631323936046,0.3179900994829137
2802,0.9695575432037232,0.5660043374398471
420758,1.0647523942937112,0.7826910452567745
75864,1.082828127752996,0.7750592217004331
102124,1.0809412349776275,0.7526189072470509
496934,1.0857803005183488,0.811435212347054
293088,0.9928992424153144,0.5694855425227295
243966,1.0733776335260827,0.7838179590578755
60110,1.007374860585596,0.6036106286569508
82536,0.9358582548819242,0.4762346566011143
100961,1.0794534876214292,0.7366699978341703
437583,1.0506278909148203,0.7353728507277815
288238,1.064088663899747,0.7534207915755576
351408,0.95921044746223,0.5767593852013797
208278,0.8562931213974521,0.4163775556689775
402198,1.0762656946827251,0.8027699706800444
139983,0.945097069886666,0.513654954154487
439909,1.054265049751174,0.7567805748378359
221707,0.8143608798791256,0.3746950289944356
262054,1.0216877015892245,0.6768651851851564
